CÓDIGO SIGEP,NOMBRE DE LA ENTIDAD,NIT,ORDEN,SUBORDEN,CLASIFICACIÓN ORGÁNICA,SECTOR,NIVEL,TIPO DE VINCULACIÓN,NATURALEZA JURÍDICA,LONGITUD,LATITUD,AÑO,FUENTE,CANTIDAD DE HOMBRES EN CARGOS DE MÁXIMO NIVEL DECISORIO,CANTIDAD DE MUJERES EN CARGOS DE MÁXIMO NIVEL DECISORIO,CANTIDAD DE HOMBRES EN CARGOS EN CARGOS DE OTROS NIVELES DECISORIOS,CANTIDAD DE MUJERES EN CARGOS EN CARGOS DE OTROS NIVELES DECISORIOS,CANTIDAD DE CARGOS PROVISTOS MÁXIMO NIVEL DECISORIO,CANTIDAD DE CARGOS PROVISTOS OTRO NIVEL DECISORIO,CODIGO DEPARTAMENTO,DEPARTAMENTO,CÓDIGO MUNICIPIO,MUNICIPIO
4857,LOTERIA DEL QUINDIO,890000474,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-75.724899852,4.499501128,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,1,0,0,1,0,63,QUINDÍO,63001,ARMENIA
4522,INSTITUTO COLOMBIANO DE BALLET CLASICO - INCOLBALLET,890326969,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-76.576492589,3.399043723,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,1,2,1,1,3,76,VALLE DEL CAUCA,76001,CALI
4859,LOTERIA DEL TOLIMA,809008775,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-75.252590995,4.451921427,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",0,1,0,0,1,0,73,TOLIMA,73001,IBAGUÉ
4403,GOBERNACION DE CAQUETA,800091594,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-75.558239064,1.749138704,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",4,5,7,9,9,16,18,CAQUETÁ,18001,FLORENCIA
4410,GOBERNACION DE GUAVIARE,800103196,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-71.919169926,2.484286091,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",6,4,0,0,10,0,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE
6146,SOCIEDAD DE TELEVISION DE LAS ISLAS LTDA,827000481,NACIONAL,DEPARTAMENTAL,RAMA EJECUTIVA,TECNOLOGÍAS DE LA INFORMACION Y LAS COMUNICACIONES,DESCENTRALIZADO,ADSCRITAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-81.717623824,12.543115116,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",0,1,3,3,1,6,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS
4606,INSTITUTO DEPARTAMENTAL DE CULTURA Y TURISMO DE CUNDINAMARCA,900294905,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",0,1,3,0,1,3,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
3640,HOSPITAL UNIVERSITARIO DEL VALLE  EVARISTO GARCIA,890303461,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-76.576492589,3.399043723,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",2,2,2,8,4,10,76,VALLE DEL CAUCA,76001,CALI
1303,ASAMBLEA DEPARTAMENTAL DEL VAUPES,845000003,TERRITORIAL,DEPARTAMENTAL,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,NO APLICA,NO APLICA,ASAMBLEA DEPARTAMENTAL,-70.46688401,1.06148231,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",0,0,0,0,0,0,97,VAUPÉS,97001,MITÚ
6241,UNIVERSIDAD DEL TOLIMA,890700640,TERRITORIAL,DEPARTAMENTAL,ORGANOS AUTÓNOMOS,NO APLICA,NO APLICA,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,-75.252590995,4.451921427,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",30,28,9,7,58,16,73,TOLIMA,73001,IBAGUÉ
2824,HOSPITAL DEPARTAMENTAL SAN ANTONIO DE MARMATO,810001392,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,SALUD Y PROTECCIÓN SOCIAL,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.60209955,5.492632029,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,1,0,0,1,0,17,CALDAS,17442,MARMATO
4604,INSTITUTO DEPARTAMENTAL DE BELLAS ARTES,890325989,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,INSTITUCIÓN UNIVERSITARIA,-76.576492589,3.399043723,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",1,0,3,2,1,5,76,VALLE DEL CAUCA,76001,CALI
3379,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-73.492915945,4.09166877,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",2,5,0,0,7,0,50,META,50001,VILLAVICENCIO
6241,UNIVERSIDAD DEL TOLIMA,890700640,TERRITORIAL,DEPARTAMENTAL,ORGANOS AUTÓNOMOS,NO APLICA,NO APLICA,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,-75.252590995,4.451921427,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",3,1,36,36,4,72,73,TOLIMA,73001,IBAGUÉ
4603,INSTITUTO DEPARTAMENTAL DE ACCION COMUNAL Y PARTICIPACION CIUDADANA,900294898,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-74.181072702,4.316107698,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,0,1,0,1,1,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
6381,EMPRESA DE ENERGIA DEL QUINDIO S.A. .,800052640,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS,-75.724899852,4.499501128,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",6,5,16,7,11,23,63,QUINDÍO,63001,ARMENIA
8272,INSTITUTO PARA EL DESARROLLO DEL CESAR,NULL,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-73.457847638,10.218902768,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",1,0,0,0,1,0,20,CESAR,20001,VALLEDUPAR
2670,CONTRALORIA GENERAL DEL DEPARTAMENTO DE GUAJIRA,892115012,TERRITORIAL,DEPARTAMENTAL,ORGANOS DE CONTROL,NO APLICA,NO APLICA,NO APLICA,CONTRALORÍA DEPARTAMENTAL,-72.958763152,11.242972141,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",1,0,1,1,1,2,44,LA GUAJIRA,44001,RIOHACHA
8219,EMPRESA DEPARTAMENTAL DE SERVICIOS PUBLICOS DE ARAUCA,900662494,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-70.509211529,6.796280825,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",2,3,0,0,5,0,81,ARAUCA,81001,ARAUCA
6238,UNIVERSIDAD DEL MAGDALENA,891780111,TERRITORIAL,DEPARTAMENTAL,ORGANOS AUTÓNOMOS,NO APLICA,NO APLICA,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,-73.885278551,11.121894357,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",5,3,29,18,8,47,47,MAGDALENA,47001,SANTA MARTA
3054,DEPARTAMENTAL DE PRIMER NIVEL MORENO Y CLAVIJO,900034131,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-70.509211529,6.796280825,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",1,2,3,3,3,6,81,ARAUCA,81001,ARAUCA
4404,GOBERNACION DE CASANARE,892099216,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-72.25802857,5.242744761,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",4,6,18,12,10,30,85,CASANARE,85001,YOPAL
4411,GOBERNACION DE HUILA,800103913,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-75.272362322,2.993360046,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",9,11,0,0,20,0,41,HUILA,41001,NEIVA
4855,LOTERIA DEL CAUCA,891500650,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-76.591944191,2.471704362,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",2,3,0,0,5,0,19,CAUCA,19001,POPAYÁN
4405,GOBERNACION DE CAUCA,891580016,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-76.591944191,2.471704362,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",5,4,4,0,9,4,19,CAUCA,19001,POPAYÁN
4416,GOBERNACION DE QUINDIO,890001639,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-75.724899852,4.499501128,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",10,7,32,30,17,62,63,QUINDÍO,63001,ARMENIA
4433,HOSPITAL LOCAL SANTIAGO DE TOLU,900208676,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.535434694,9.533810567,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,5,0,0,6,0,70,SUCRE,70820,SANTIAGO DE TOLÚ
3497,HOSPITAL MENTAL FILANDIA,890000992,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.671469407,4.669325347,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",1,0,1,0,1,1,63,QUINDÍO,63272,FILANDIA
4415,GOBERNACION DE PUTUMAYO,800094164,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-76.665843491,1.26070915,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",6,4,1,2,10,3,86,PUTUMAYO,86001,MOCOA
3373,HOSPITAL DEPARTAMENTAL SAN ANTONIO - PITALITO,891180134,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-76.05217643,1.848217185,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",0,1,0,2,1,2,41,HUILA,41551,PITALITO
4025,EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. .,822006587,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-73.492915945,4.09166877,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",1,1,3,1,2,4,50,META,50001,VILLAVICENCIO
4419,GOBERNACION DE TOLIMA,8001136727,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-75.252590995,4.451921427,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",8,5,19,18,13,37,73,TOLIMA,73001,IBAGUÉ
4401,GOBERNACION DE ARAUCA,800102838,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-70.509211529,6.796280825,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",5,4,0,,9,,81,ARAUCA,81001,ARAUCA
8073,EMPRESA SOCIAL DEL ESTADO CEPITA,804015655,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-72.92924629,6.752465533,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,1,0,0,1,0,68,SANTANDER,68160,CEPITÁ
4393,GOBERNACION DE BOYACA,891800498,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-73.378018556,5.518472615,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",7,5,24,14,12,38,15,BOYACÁ,15001,TUNJA
6146,SOCIEDAD DE TELEVISION DE LAS ISLAS LTDA,827000481,NACIONAL,DEPARTAMENTAL,RAMA EJECUTIVA,TECNOLOGÍAS DE LA INFORMACION Y LAS COMUNICACIONES,DESCENTRALIZADO,ADSCRITAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-81.717623824,12.543115116,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,2,0,0,2,0,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS
4417,GOBERNACION DE RISARALDA,891480085,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-75.795790934,4.803662773,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",11,6,21,17,17,38,66,RISARALDA,66001,PEREIRA
1372,BIBLIOTECA DEPARTAMENTAL  JORGE GARCES BORRERO,890399039,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-76.576492589,3.399043723,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",0,3,0,2,3,2,76,VALLE DEL CAUCA,76001,CALI
3505,HOSPITAL NUESTRA SEÑORA DE GUADALUPE - SANTANDER,900186802,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-73.409774453,6.233278248,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,1,0,0,1,0,68,SANTANDER,68320,GUADALUPE
3193,HOSPITAL  SAN ISIDRO  -GIRALDO,800193392,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.948046628,6.663095863,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,1,0,0,2,0,05,ANTIOQUIA,05306,GIRALDO
4604,INSTITUTO DEPARTAMENTAL DE BELLAS ARTES,890325989,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,INSTITUCIÓN UNIVERSITARIA,-76.576492589,3.399043723,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,1,4,1,1,5,76,VALLE DEL CAUCA,76001,CALI
4422,GOBERNACION DE VICHADA,800094067,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-68.141222336,5.836529669,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",4,3,0,0,7,0,99,VICHADA,99001,PUERTO CARREÑO
8055,INSTITUTO DE CULTURA Y PATRIMONIO DE ANTIOQUIA,900425129,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-75.611031065,6.257590259,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",2,1,0,0,3,0,05,ANTIOQUIA,05001,MEDELLÍN
6349,GOBERNACION DE CUNDINAMARCA,899999114,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-74.181072702,4.316107698,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",14,9,74,48,23,122,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C."
4791,INSTITUTO DE FINANCIAMIENTO PROMOCION Y DESARROLLO DEL TULUA,900061680,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-76.032503793,4.02840797,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",1,0,2,1,1,3,76,VALLE DEL CAUCA,76834,TULUÁ
4858,LOTERIA DEL RISARALDA,800240153,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-75.795790934,4.803662773,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",1,0,2,1,1,3,66,RISARALDA,66001,PEREIRA
8196,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GUATAVITA,NULL,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-73.786485644,4.91158717,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",0,1,0,0,1,0,25,CUNDINAMARCA,25326,GUATAVITA
4410,GOBERNACION DE GUAVIARE,800103196,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-71.919169926,2.484286091,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",4,6,0,0,10,0,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE
6231,UNIVERSIDAD DE CUNDINAMARCA,890680062,TERRITORIAL,DEPARTAMENTAL,ORGANOS AUTÓNOMOS,NO APLICA,NO APLICA,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,-74.388591139,4.323534028,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",2,2,2,3,4,5,25,CUNDINAMARCA,25290,FUSAGASUGÁ
8059,INSTITUTO SUPERIOR DE EDUCACION RURAL PAMPLONA NORTE DE SANTANDER,890501578,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-72.675903475,7.379057623,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",2,1,1,1,3,2,54,NORTE DE SANTANDER,54518,PAMPLONA
3379,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,892000501,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-73.492915945,4.09166877,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,5,0,0,6,0,50,META,50001,VILLAVICENCIO
6383,EMPRESA DE ENERGIA DE ARAUCA E.S.P.,892099499,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-70.509211529,6.796280825,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",5,3,7,2,8,9,81,ARAUCA,81001,ARAUCA
8199,EMPRESAS PUBLICAS DE SUAZA SA,900499642,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-75.807984706,1.870992095,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",1,0,0,0,1,0,41,HUILA,41770,SUAZA
3373,HOSPITAL DEPARTAMENTAL SAN ANTONIO - PITALITO,891180134,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-76.05217643,1.848217185,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",0,2,1,1,2,2,41,HUILA,41551,PITALITO
4846,LOTERIA DEL META,800123949,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-73.492915945,4.09166877,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,2,0,0,2,0,50,META,50001,VILLAVICENCIO
4415,GOBERNACION DE PUTUMAYO,800094164,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-76.665843491,1.26070915,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",6,3,0,,9,,86,PUTUMAYO,86001,MOCOA
3641,HOSPITAL UNIVERSITARIO SAN JORGE,800231235,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.795790934,4.803662773,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,0,2,6,0,8,66,RISARALDA,66001,PEREIRA
4419,GOBERNACION DE TOLIMA,8001136727,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-75.252590995,4.451921427,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",7,6,22,14,13,36,73,TOLIMA,73001,IBAGUÉ
1294,ASAMBLEA DEPARTAMENTAL DE BOYACA,800054743,TERRITORIAL,DEPARTAMENTAL,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,NO APLICA,NO APLICA,ASAMBLEA DEPARTAMENTAL,-73.378018556,5.518472615,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",1,0,0,0,1,0,15,BOYACÁ,15001,TUNJA
1402,CANAL REGIONAL DE TELEVISION PARA EL PACIFICO -TELEPACIFICO LTDA.-,890331524,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-76.576492589,3.399043723,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,0,4,6,0,10,76,VALLE DEL CAUCA,76001,CALI
4854,LOTERIA DE NARIÑO,860028225,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-77.206100743,1.083605497,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,0,0,0,1,0,52,NARIÑO,52001,PASTO
4815,INSTITUTO TECNOLOGICO DEL PUTUMAYO,800247940,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-76.665843491,1.26070915,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",2,1,0,0,3,0,86,PUTUMAYO,86001,MOCOA
8069,ASAMBLEA DEPARTAMENTAL DE QUINDIO,NULL,TERRITORIAL,DEPARTAMENTAL,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,NO APLICA,NO APLICA,ASAMBLEA DEPARTAMENTAL,-75.724899852,4.499501128,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",0,0,1,0,0,1,63,QUINDÍO,63001,ARMENIA
4414,GOBERNACION DE NORTE DE SANTANDER,800103927,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,GOBERNACIÓN,-72.488626408,8.112041811,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",13,6,0,0,19,0,54,NORTE DE SANTANDER,54001,SAN JOSÉ DE CÚCUTA
1294,ASAMBLEA DEPARTAMENTAL DE BOYACA,800054743,TERRITORIAL,DEPARTAMENTAL,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,NO APLICA,NO APLICA,ASAMBLEA DEPARTAMENTAL,-73.378018556,5.518472615,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,0,0,0,1,0,15,BOYACÁ,15001,TUNJA
4816,INSTITUTO UNIVERSITARIO DE LA PAZ DE SANTANDER,800024581,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,NO APLICA,ESTABLECIMIENTO PÚBLICO,-73.111569971,7.155833544,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",7,6,2,1,13,3,68,SANTANDER,68001,BUCARAMANGA
6108,EMPRESA DE DESARROLLO TERRITORIAL URBANO Y RURAL DE RISARALDA,900118630,TERRITORIAL,DEPARTAMENTAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-75.795790934,4.803662773,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",1,0,2,0,1,2,66,RISARALDA,66001,PEREIRA
2663,CONTRALORIA GENERAL DE ANTIOQUIA,811000372,TERRITORIAL,DEPARTAMENTAL,ORGANOS DE CONTROL,NO APLICA,NO APLICA,NO APLICA,CONTRALORÍA DEPARTAMENTAL,-75.611031065,6.257590259,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",5,3,55,61,8,116,05,ANTIOQUIA,05001,MEDELLÍN
